@relation miml_birds.arff_minimax_transformation

@attribute id {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282}
@attribute min_f1 numeric
@attribute min_f2 numeric
@attribute min_f3 numeric
@attribute min_f4 numeric
@attribute min_f5 numeric
@attribute min_f6 numeric
@attribute min_f7 numeric
@attribute min_f8 numeric
@attribute min_f9 numeric
@attribute min_f10 numeric
@attribute min_f11 numeric
@attribute min_f12 numeric
@attribute min_f13 numeric
@attribute min_f14 numeric
@attribute min_f15 numeric
@attribute min_f16 numeric
@attribute min_f17 numeric
@attribute min_f18 numeric
@attribute min_f19 numeric
@attribute min_f20 numeric
@attribute min_f21 numeric
@attribute min_f22 numeric
@attribute min_f23 numeric
@attribute min_f24 numeric
@attribute min_f25 numeric
@attribute min_f26 numeric
@attribute min_f27 numeric
@attribute min_f28 numeric
@attribute min_f29 numeric
@attribute min_f30 numeric
@attribute min_f31 numeric
@attribute min_f32 numeric
@attribute min_f33 numeric
@attribute min_f34 numeric
@attribute min_f35 numeric
@attribute min_f36 numeric
@attribute min_f37 numeric
@attribute min_f38 numeric
@attribute max_f1 numeric
@attribute max_f2 numeric
@attribute max_f3 numeric
@attribute max_f4 numeric
@attribute max_f5 numeric
@attribute max_f6 numeric
@attribute max_f7 numeric
@attribute max_f8 numeric
@attribute max_f9 numeric
@attribute max_f10 numeric
@attribute max_f11 numeric
@attribute max_f12 numeric
@attribute max_f13 numeric
@attribute max_f14 numeric
@attribute max_f15 numeric
@attribute max_f16 numeric
@attribute max_f17 numeric
@attribute max_f18 numeric
@attribute max_f19 numeric
@attribute max_f20 numeric
@attribute max_f21 numeric
@attribute max_f22 numeric
@attribute max_f23 numeric
@attribute max_f24 numeric
@attribute max_f25 numeric
@attribute max_f26 numeric
@attribute max_f27 numeric
@attribute max_f28 numeric
@attribute max_f29 numeric
@attribute max_f30 numeric
@attribute max_f31 numeric
@attribute max_f32 numeric
@attribute max_f33 numeric
@attribute max_f34 numeric
@attribute max_f35 numeric
@attribute max_f36 numeric
@attribute max_f37 numeric
@attribute max_f38 numeric
@attribute BRCR {0,1}
@attribute PAWR {0,1}
@attribute PSFL {0,1}
@attribute RBNU {0,1}
@attribute DEJU {0,1}
@attribute OSFL {0,1}
@attribute HETH {0,1}
@attribute CBCH {0,1}
@attribute VATH {0,1}
@attribute HEWA {0,1}
@attribute SWTH {0,1}
@attribute HAFL {0,1}
@attribute WETA {0,1}
@attribute BHGB {0,1}
@attribute GCKI {0,1}
@attribute WAVI {0,1}
@attribute MGWA {0,1}
@attribute STJA {0,1}
@attribute CONI {0,1}

@data
101,0.893868,0.918812,0.322606,0.481804,0.000119,0.064015,0,-0.014399,0,0.008883,0.309804,0.297297,20.58877,7.88829,70,91,13,14,221,58,15.22172,0.414492,0.004559,0,0,0,0.035088,0.025836,0,0.00304,0.00304,0.00304,0,0.019757,0.009259,0.006079,0,0,0.972337,0.99172,0.467128,0.591986,0.001799,0.079434,0.000028,0.002282,0.000009,0.014549,0.454902,0.73913,25.624548,11.561005,108,132,52,124,2414,379,59.90971,0.817618,0.143519,0.017544,0.045124,0.096491,0.428571,0.158333,0.114035,0.159574,0.078947,0.046296,0.105263,0.061135,0.463526,0.125182,0.225,0.25,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
102,0.913315,0.922652,0.301656,0.402909,0.000192,0.054941,-0.000015,-0.011963,0,0.006957,0.301961,0.038462,21.937634,7.490047,61,89,14,15,244,63,16.266394,0.300371,0.017391,0.008929,0,0,0.007299,0,0.010101,0.007353,0.016289,0.007299,0,0.026786,0.014599,0,0,0,0.976586,0.990598,0.487131,0.622429,0.003114,0.097668,0.000106,0.00888,0.000033,0.015744,0.486275,0.818182,24.8706,12.562574,113,143,77,140,3238,518,82.867203,0.829932,0.176471,0.233577,0.183824,0.173913,0.149433,0.188482,0.115183,0.138686,0.125,0.081633,0.153285,0.1,0.373913,0.109948,0.147321,0.098214,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
103,0.938916,0.91645,0.34296,0.442629,0.00033,0.057538,-0.000043,-0.014752,0,0.00727,0.32549,0.235294,23.518867,7.996144,78,99,19,14,212,61,17.097265,0.468254,0.017045,0.017045,0,0.00578,0.007491,0.005602,0.034682,0.011696,0.020619,0.011204,0.014286,0.017045,0.00578,0.011236,0.014981,0.014286,0.975291,0.972092,0.632376,0.581631,0.002384,0.087651,0.00001,0.005054,0.000011,0.016162,0.639216,0.923077,26.362246,15.684558,139,178,45,41,1006,172,35.088982,0.816667,0.226804,0.17603,0.107914,0.132075,0.140351,0.113402,0.153409,0.123249,0.134454,0.179775,0.128571,0.107143,0.184906,0.092857,0.142045,0.181818,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
104,0.98101,0.966325,0.652443,0.452195,0.003524,0.055947,0.000005,0.002636,0.00003,0.006899,0.65098,0.485714,25.095066,9.547925,133,198,65,36,1378,203,29.904934,0.588889,0.270694,0.069351,0.038031,0.01566,0.033557,0.024609,0.038031,0.100671,0.064877,0.022371,0.098434,0.04698,0.033557,0.017897,0.020134,0.105145,0.98101,0.966325,0.652443,0.452195,0.003524,0.055947,0.000005,0.002636,0.00003,0.006899,0.65098,0.485714,25.095066,9.547925,133,198,65,36,1378,203,29.904934,0.588889,0.270694,0.069351,0.038031,0.01566,0.033557,0.024609,0.038031,0.100671,0.064877,0.022371,0.098434,0.04698,0.033557,0.017897,0.020134,0.105145,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
105,0.934439,0.898804,0.354149,0.404737,0.000277,0.049371,-0.001489,-0.000947,0,0.005813,0.341176,0.190476,23.239534,7.439735,78,104,17,12,210,56,14.76378,0.52274,0.022599,0.005571,0.00591,0.002367,0.004677,0.007101,0,0.003425,0.017123,0.009709,0,0.009646,0,0.008608,0.005739,0.011299,0.992671,0.975471,0.778502,0.525595,0.0249,0.077744,0.000014,0.006227,0.001116,0.011209,0.776471,0.625,30.718863,14.482063,187,232,150,51,3839,406,44.014858,0.896471,0.424321,0.124378,0.221519,0.112994,0.202055,0.163842,0.165049,0.138931,0.170418,0.120253,0.21519,0.202055,0.248588,0.062147,0.141479,0.163987,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
106,0.96294,0.943073,0.576675,0.545311,0.00098,0.066611,0.00001,-0.003629,0.000002,0.008893,0.552941,0.789474,23.502941,7.510188,134,163,29,20,340,90,23.82353,0.586207,0.069444,0.027778,0.027778,0.020833,0.027778,0.180556,0.069444,0.055556,0.0625,0.013889,0,0.020833,0.034722,0.027778,0.201389,0.159722,0.96294,0.943073,0.576675,0.545311,0.00098,0.066611,0.00001,-0.003629,0.000002,0.008893,0.552941,0.789474,23.502941,7.510188,134,163,29,20,340,90,23.82353,0.586207,0.069444,0.027778,0.027778,0.020833,0.027778,0.180556,0.069444,0.055556,0.0625,0.013889,0,0.020833,0.034722,0.027778,0.201389,0.159722,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,0.923197,0.903782,0.324325,0.425968,0.000194,0.033884,-0.00174,-0.006392,0,0.003109,0.321569,0.2,22.072727,7.286628,71,90,15,12,233,62,16.497854,0.501114,0.015228,0,0,0,0.003197,0.005596,0,0,0.015228,0.015228,0,0,0.005386,0.008792,0,0.015228,0.992985,0.975572,0.790356,0.566817,0.026683,0.086447,0.000159,0.005262,0.001352,0.013766,0.768627,0.833333,32.903831,18.177402,192,232,156,70,4875,443,45.938435,0.838095,0.314725,0.178218,0.086294,0.076142,0.233503,0.147208,0.089286,0.136042,0.19802,0.141509,0.05803,0.055838,0.274112,0.160714,0.09901,0.245283,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
108,0.932349,0.90081,0.347802,0.473569,0.000256,0.05307,-0.000001,-0.006968,0,0.006451,0.329412,0.115385,22.827908,7.708228,75,105,16,12,200,53,13.814978,0.580688,0.041667,0,0.020833,0.021505,0.032258,0.032258,0.005208,0.010417,0.027778,0.004274,0,0.015625,0.020833,0.026042,0.037267,0.006944,0.96167,0.963471,0.926012,0.560031,0.000855,0.089721,0.000009,0.003348,0.000001,0.012929,0.929412,0.785714,24.954838,10.309826,225,246,30,29,645,107,26.079727,0.840741,0.204301,0.11828,0.1875,0.089744,0.115385,0.125,0.104167,0.032258,0.129032,0.125,0.069444,0.147826,0.167702,0.078261,0.106838,0.15625,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
109,0.972791,0.964511,0.477062,0.453298,0.001601,0.065312,-0.000027,-0.002659,0.000006,0.008621,0.470588,0.2,23.107143,7.076061,94,144,44,31,839,145,22.880558,0.567568,0.020408,0.044898,0.054299,0.046414,0.024615,0,0,0.004219,0.037975,0.036923,0.074689,0.033195,0.0181,0.01626,0.029046,0.012658,0.977896,0.972153,0.515976,0.543837,0.002484,0.074463,-0.000004,0.003885,0.000013,0.010436,0.54902,0.675676,24.761002,8.59062,108,154,51,39,1159,170,26.337662,0.642222,0.135747,0.107692,0.17551,0.126531,0.104072,0.049231,0.033755,0.033846,0.102041,0.170124,0.168776,0.117647,0.099585,0.062241,0.110204,0.046154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
111,0.943355,0.891106,0.679001,0.411478,0.000361,0.053646,-0.000039,-0.008483,0,0.006975,0.65098,0.230769,24.524271,8.577283,155,193,18,12,206,52,13.126214,0.559949,0.072165,0.005291,0,0,0.009259,0.010582,0.029412,0.015464,0.056872,0.005155,0,0.004464,0.005618,0.008929,0.008929,0.138614,0.980376,0.948222,0.892724,0.608089,0.003769,0.07048,0.000046,0.008136,0.000025,0.011151,0.890196,0.764706,26.713528,12.528012,218,242,56,24,550,132,39.690205,0.880342,0.312169,0.130435,0.103093,0.079208,0.075829,0.222656,0.118812,0.168067,0.256303,0.058594,0.089109,0.07732,0.046218,0.049505,0.152344,0.247899,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
112,0.93486,0.922919,0.372641,0.457266,0.000286,0.055832,-0.000168,-0.006363,0,0.006616,0.364706,0.275862,24.456043,8.687539,70,107,18,15,231,54,12.623377,0.43219,0.058201,0.017621,0,0,0,0.01752,0.014881,0.026455,0.028169,0.012987,0.006494,0.017621,0.008811,0.013256,0.016234,0.045455,0.987088,0.986264,0.618575,0.570362,0.00782,0.075713,0.000175,0.005976,0.000124,0.009673,0.67451,0.807229,27.838564,13.842331,130,179,90,84,3399,460,62.253605,0.855556,0.256494,0.144205,0.10582,0.137566,0.05291,0.074405,0.100753,0.116883,0.146104,0.083679,0.069686,0.14881,0.11039,0.107143,0.066079,0.334802,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
113,0.947763,0.869588,0.668708,0.453458,0.000423,0.048223,-0.000055,-0.010524,0,0.006188,0.682353,0.294118,23.145834,7.746213,150,182,20,10,179,50,12.513428,0.506206,0.012739,0.019108,0.017544,0.005348,0.009524,0,0,0.004762,0.057325,0.006369,0,0,0.013158,0.008,0.02381,0.034884,0.981254,0.956968,0.786062,0.630935,0.003509,0.07574,0,0.007479,0.000024,0.011801,0.796078,0.782609,28.015095,11.733322,189,213,57,27,633,128,28.69352,0.901709,0.247619,0.213675,0.101604,0.146497,0.034188,0.1,0.050955,0.151685,0.332,0.192737,0.093023,0.114286,0.101911,0.123077,0.076433,0.12381,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
114,0.938536,0.90982,0.670829,0.437198,0.000307,0.056306,-0.000101,-0.014226,0,0.007974,0.666667,0.168831,23.29653,6.923703,160,181,17,14,226,54,10.214464,0.40235,0.03876,0.009434,0,0.015,0.015,0.005,0,0.009434,0.037037,0.018868,0,0,0,0.007634,0.015075,0.009434,0.981804,0.984969,0.941636,0.614826,0.003836,0.081394,0.000069,0.007139,0.000029,0.012642,0.945098,0.708333,26.753117,12.298506,225,255,60,78,1883,314,52.361126,0.891111,0.236181,0.16,0.100775,0.093023,0.147287,0.216981,0.198758,0.130137,0.22561,0.139535,0.124224,0.061728,0.12963,0.216981,0.099237,0.18593,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
115,0.956006,0.970921,0.316267,0.469414,0.000584,0.056522,-0.000002,-0.005766,0.000001,0.007373,0.32549,0.313726,23.727528,8.562487,64,97,26,39,712,147,25.512396,0.40824,0.009288,0.003096,0.039556,0.032864,0.074303,0.080495,0.003096,0.006192,0.012384,0.009288,0.041839,0.068017,0.079112,0.068075,0.049536,0.01548,0.986178,0.992834,0.797562,0.558249,0.007063,0.072068,0.000119,0.003063,0.000106,0.009991,0.792157,0.774011,26.636238,13.97737,190,216,90,178,6540,685,90.653976,0.65812,0.077665,0.053991,0.086687,0.185759,0.100939,0.116472,0.07277,0.046948,0.035211,0.033285,0.157895,0.142415,0.083591,0.080495,0.084433,0.082489,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
116,0.917832,0.904973,0.622556,0.487877,0.000169,0.066701,-0.000011,-0.008429,0,0.008792,0.611765,0.285714,22.957081,6.98475,149,168,13,12,172,54,12.789474,0.462718,0.02439,0,0,0.024691,0,0,0,0,0.025,0,0,0.016667,0.037037,0.02,0,0.008333,0.970165,0.983103,0.937817,0.556457,0.00132,0.08383,0.000004,0.00739,0.000004,0.012497,0.968627,0.768116,25.30851,11.820428,230,253,41,70,1328,286,61.593372,0.88664,0.127273,0.161616,0.13,0.162602,0.160494,0.341667,0.109091,0.12,0.151515,0.06,0.1,0.12,0.208333,0.225,0.259259,0.134831,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,0.895871,0.87201,0.55493,0.41597,0.000106,0.055845,-0.000022,-0.00233,0,0.007138,0.564706,0.16,23.357759,7.625193,132,151,10,9,232,62,11.111386,0.559615,0.021739,0.014493,0.005128,0.005128,0.013072,0.013072,0,0.013158,0.014493,0.007246,0,0,0.002801,0.004808,0.009804,0,0.977922,0.964767,0.890905,0.535101,0.002895,0.10126,0.000057,0.009689,0.000017,0.015967,0.890196,0.83871,26.831684,12.712796,222,236,52,32,1158,218,54.437572,0.901786,0.315789,0.109756,0.111842,0.065217,0.253623,0.154472,0.113636,0.138158,0.246154,0.098684,0.083004,0.083333,0.333333,0.227642,0.112821,0.177885,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
118,0.927666,0.900375,0.483207,0.40186,0.000241,0.054338,-0.00005,-0.013878,0,0.006845,0.478431,0.142857,22.515715,6.697408,113,133,16,12,173,50,11.40339,0.43405,0.035088,0.007576,0.007576,0.008772,0.010101,0.007092,0,0.006173,0.023392,0.010989,0,0,0.00566,0,0,0.011765,0.988097,0.991232,0.923202,0.625697,0.01137,0.092744,0.000398,0.01293,0.000293,0.014393,0.956863,0.818182,27.11776,13.358571,221,252,105,126,5409,507,60.065285,0.902344,0.313131,0.232456,0.126712,0.157895,0.135802,0.136364,0.129412,0.157658,0.261261,0.174157,0.118868,0.175439,0.139601,0.152941,0.087227,0.219697,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,0.943349,0.924151,0.312596,0.439621,0.00036,0.063003,-0.000011,-0.003158,0,0.008442,0.32549,0.291667,22.086567,6.388233,70,90,20,15,222,63,12.5,0.643182,0.013575,0,0.004525,0.027149,0.011236,0.021739,0,0,0.012422,0.005435,0,0,0,0.018634,0.011236,0.022624,0.972403,0.954629,0.524212,0.556585,0.001638,0.081704,0.000005,0.005856,0.000005,0.012943,0.568627,0.642857,25.024734,12.501987,118,152,38,25,722,96,23.439024,0.858974,0.148148,0.076087,0.2,0.086957,0.204969,0.253394,0.162896,0.022472,0.146739,0.166667,0.168539,0.157609,0.067416,0.140271,0.248869,0.099379,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
120,0.951214,0.914754,0.435288,0.50192,0.000486,0.069474,-0.000001,-0.001397,0,0.009842,0.431373,0.333333,23.614035,7.871233,96,125,22,13,237,59,14.687764,0.753968,0.073394,0.042105,0.028571,0.014925,0.021053,0.031579,0.059701,0.009174,0.073394,0.007463,0,0.009524,0.027523,0,0,0.007463,0.962343,0.931585,0.838952,0.531666,0.000833,0.080158,0,0.003315,0.000001,0.012766,0.831373,0.666667,24.652056,10.052851,203,225,29,16,365,75,17.687719,0.828671,0.161905,0.320896,0.136842,0.031579,0.036697,0.059701,0.126316,0.095238,0.12381,0.045872,0.126866,0.146789,0.094737,0.044776,0.031579,0.126316,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
121,0.914174,0.932521,0.298851,0.426015,0.000154,0.050685,-0.000105,0.002329,0,0.006699,0.309804,0.203704,23.460682,6.932271,65,85,13,17,185,56,14.44,0.434927,0.032258,0.006369,0,0,0.019108,0.021277,0.055851,0.018018,0.016129,0.007979,0,0,0.057307,0.017192,0.017192,0.005319,0.979432,0.989909,0.931846,0.480152,0.003319,0.082075,0.000013,0.008499,0.000023,0.014107,0.960784,0.4375,25.317301,12.131827,217,255,56,111,2578,399,61.753685,0.882353,0.164894,0.123209,0.044275,0.071809,0.145161,0.201613,0.191083,0.138298,0.146939,0.051908,0.08626,0.097421,0.27027,0.128931,0.104839,0.159236,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
122,0.982361,0.950135,0.431039,0.432354,0.004376,0.04206,-0.000079,-0.001919,0.000037,0.004297,0.388235,0.350877,25.628748,7.522023,64,157,64,23,1134,125,13.77866,0.596596,0.084699,0.021858,0.009259,0.018519,0.008065,0.02203,0.021475,0.004032,0.035112,0.004032,0.034237,0.001852,0.012077,0.007407,0.02657,0.051966,0.99362,0.978565,0.872669,0.577115,0.04221,0.063155,0.004368,0.003443,0.003491,0.008294,0.917647,0.55102,38.174282,17.693447,191,255,190,58,7490,592,62.49358,0.825691,0.200666,0.129032,0.112903,0.066713,0.094803,0.076555,0.090164,0.100478,0.193548,0.118357,0.090164,0.083567,0.083567,0.073171,0.106557,0.133065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
123,0.960411,0.920771,0.680579,0.505884,0.000737,0.074247,-0.000001,-0.012608,0.000001,0.009923,0.67451,0.285714,24.580965,9.519967,155,190,28,15,340,70,14.411765,0.555556,0.176471,0.029801,0.022059,0.014706,0.013245,0.046358,0.029412,0.027397,0.072848,0,0.044118,0.03653,0.023179,0.02649,0.013245,0.056291,0.973685,0.954515,0.69185,0.590895,0.001765,0.09217,0.000023,0.004101,0.000007,0.014844,0.682353,0.85,26.705883,10.540759,162,200,45,27,704,144,29.454546,0.809524,0.278146,0.102941,0.069536,0.027397,0.054795,0.088235,0.073059,0.10596,0.114155,0.066225,0.082781,0.102941,0.044118,0.031963,0.029412,0.125,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
124,0.958185,0.882992,0.793835,0.454534,0.000662,0.064176,-0.000001,0.003277,0.000001,0.008684,0.792157,0.375,23.635921,7.50055,189,215,26,9,206,61,18.063107,0.784281,0.077419,0.010309,0,0.03871,0.012903,0.045161,0.061856,0.012903,0.025806,0.012903,0.061856,0.051546,0.051546,0.058065,0,0.020619,0.958381,0.950748,0.917989,0.468483,0.000859,0.085846,0,0.003894,0.000001,0.014825,0.952941,0.454545,24.567163,7.841789,221,247,26,23,469,95,19.243071,0.880342,0.185567,0.019355,0.122581,0.041237,0.072165,0.082474,0.174194,0.061856,0.072165,0.134021,0.083871,0.083871,0.051613,0.092784,0.064516,0.116129,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,0.951799,0.899469,0.322648,0.474344,0.00064,0.061837,-0.000014,-0.005921,0.000001,0.007907,0.341176,0.114286,24.163158,9.371844,68,93,25,11,190,53,14.78421,0.574489,0.063492,0.070492,0.071795,0.055556,0,0,0,0.015873,0.014754,0.02381,0.081013,0.03038,0.020513,0.007692,0.007937,0.015873,0.984745,0.985624,0.526717,0.580789,0.004872,0.076873,0.00003,0.002892,0.000053,0.012542,0.537255,0.6,26.502407,10.834628,102,165,78,79,3540,344,33.428249,0.730035,0.161538,0.18254,0.18254,0.086885,0.027848,0.037705,0.037705,0.042623,0.126984,0.174684,0.144262,0.103175,0.039683,0.063492,0.054098,0.111475,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
126,0.971896,0.970933,0.507727,0.451093,0.001505,0.061777,-0.000015,-0.001084,0.000005,0.007592,0.478431,0.222222,24.076654,7.831336,103,151,41,37,861,147,17.23313,0.567568,0.031008,0.038585,0.015306,0.027094,0.012862,0.016077,0.016077,0.002463,0.024631,0.054264,0.086207,0.046798,0.028939,0.008,0.007653,0.048232,0.979348,0.97428,0.521743,0.504201,0.002672,0.069704,0.000014,0.003012,0.000015,0.009238,0.541176,0.605263,28.592142,11.753372,110,158,55,44,1807,191,25.097561,0.817726,0.179803,0.116279,0.124031,0.14791,0.155172,0.034884,0.066502,0.042,0.062016,0.146,0.166667,0.099678,0.081395,0.054662,0.036,0.108374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
127,0.890087,0.955431,0.388101,0.486796,0.000097,0.080128,0,0.000311,0,0.012051,0.388235,0.136364,21.434147,9.769129,93,105,11,23,205,65,16.633858,0.776515,0.015504,0,0,0.09589,0.248062,0,0,0.006369,0.015504,0.012739,0,0.089172,0.20155,0.025478,0,0.006369,0.898418,0.956691,0.412959,0.499238,0.000121,0.086299,0,0.003417,0,0.013568,0.411765,0.318182,22.263779,13.179459,100,111,13,24,254,65,20.609756,0.873188,0.020548,0.020548,0.015504,0.24031,0.342466,0.019108,0.012739,0.020548,0.020548,0.015504,0.013699,0.193798,0.356688,0.047945,0,0.007752,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
128,0.910735,0.89395,0.230971,0.439884,0.000145,0.047429,-0.001589,-0.003919,0,0.005607,0.227451,0.166667,21.813524,7.66015,47,67,14,13,196,49,7.957507,0.368996,0.00545,0.003788,0,0.012245,0.008658,0.004329,0,0.001565,0.004695,0,0,0,0,0,0,0,0.99215,0.996107,0.957422,0.564538,0.028449,0.101923,0.002997,0.007748,0.002796,0.016467,1,0.852941,36.923199,24.590559,229,255,207,314,23984,1464,98.372536,0.872781,0.347458,0.133028,0.088,0.200758,0.219697,0.164062,0.140625,0.186147,0.25974,0.130612,0.114695,0.239782,0.318182,0.232877,0.188811,0.159292,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
129,0.943635,0.922173,0.494982,0.482487,0.000352,0.062152,-0.000264,-0.00163,0,0.008273,0.505882,0.357143,22.857475,6.955373,107,136,19,15,217,64,16.134079,0.344623,0.026316,0,0.024096,0.026042,0.03012,0.046875,0.011111,0.006579,0.039474,0.011111,0,0.046875,0.010417,0,0,0,0.977449,0.985591,0.899657,0.529168,0.003805,0.081491,0.000002,0.00525,0.000053,0.013025,0.901961,0.545455,24.120111,8.099762,220,239,70,89,2147,421,82.552864,0.819222,0.229167,0.088542,0.155556,0.077778,0.085526,0.151316,0.098684,0.057292,0.109375,0.09375,0.166667,0.144444,0.118421,0.106928,0.190789,0.058735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
130,0.936416,0.928908,0.279282,0.357618,0.000293,0.03207,-0.000032,-0.004901,0,0.003155,0.290196,0.159091,21.788733,6.505501,63,81,18,15,237,57,13.70886,0.455431,0.023904,0.003984,0.005333,0.010204,0.010204,0.026667,0,0.005063,0.015936,0.003766,0,0.010127,0.007595,0.010127,0.010127,0.012346,0.9913,0.982515,0.957738,0.528408,0.025237,0.076152,0.003584,0.013919,0.001954,0.011054,0.952941,0.690476,34.828224,20.733873,235,253,177,89,6259,562,50.462376,0.877778,0.258228,0.122757,0.09915,0.153846,0.138667,0.135458,0.142857,0.075472,0.103774,0.177215,0.123457,0.286853,0.215385,0.135802,0.102041,0.165725,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
131,0.944578,0.96901,0.430869,0.455907,0.000392,0.052796,-0.000002,-0.005363,0,0.006286,0.388235,0.179487,24.418789,10.957708,53,165,24,40,628,146,32.170052,0.420126,0.052545,0.022989,0.037767,0.039707,0.058188,0.103934,0.029557,0.005464,0.009852,0.006568,0.044335,0.098628,0.046448,0.016393,0.058699,0.065574,0.988222,0.993891,0.746547,0.566776,0.010793,0.086609,0.000618,0.008776,0.000319,0.012518,0.756863,0.665072,32.641735,19.047026,175,204,128,210,11293,885,69.354912,0.657397,0.074431,0.06624,0.106557,0.087028,0.095238,0.144809,0.071912,0.046255,0.037098,0.046448,0.07484,0.183908,0.070608,0.052545,0.077768,0.103448,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
132,0.913166,0.893674,0.31628,0.359175,0.00016,0.053601,-0.00001,-0.00614,0,0.008856,0.298039,0.222222,23.420691,8.339056,65,102,15,10,224,82,25.829885,0.429172,0.009772,0.003876,0,0.005181,0,0,0,0.008333,0.010417,0.007752,0,0,0,0.033333,0,0.005236,0.979133,0.97784,0.494636,0.537241,0.003012,0.093674,0.000054,0.010561,0.000019,0.014324,0.443137,0.893617,25.927282,11.300066,99,158,59,62,1829,240,51.022377,0.683333,0.203704,0.126087,0.109948,0.130293,0.250814,0.102625,0.111111,0.202073,0.111111,0.116667,0.104712,0.186957,0.221498,0.107492,0.148148,0.194444,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
133,0.95251,0.904298,0.8327,0.512923,0.000518,0.078023,-0.000017,-0.002165,0.000001,0.010853,0.839216,0.6,24.305164,7.640746,200,223,23,11,213,53,11.655172,0.803769,0.079545,0.079545,0.04,0.011429,0.022727,0.034091,0.002857,0.002857,0.082857,0.034091,0,0,0.06,0.02,0.02,0.011364,0.972675,0.975841,0.933029,0.528869,0.001646,0.080457,-0.000002,-0.000182,0.000006,0.012858,0.921569,0.651163,28.231724,10.428995,214,255,41,44,1450,130,13.187794,0.841897,0.148571,0.217143,0.113636,0.022727,0.088571,0.1,0.022727,0.045455,0.159091,0.051429,0.088571,0.011429,0.170455,0.102273,0.102273,0.054286,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
